Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Sno_x,NumPrimaryHealthCenters_HMIS,NumCommunityHealthCenters_HMIS,NumSubDistrictHospitals_HMIS,NumDistrictHospitals_HMIS,TotalPublicHealthFacilities_HMIS,NumPublicBeds_HMIS,NumRuralHospitals_NHP18,NumRuralBeds_NHP18,NumUrbanHospitals_NHP18,NumUrbanBeds_NHP18,Sno_y,Population,Rural population,Urban population,Area,Density,Gender Ratio
656,05-04-2020,6:00 PM,Delhi,-,-,18,7,503,10,534,25,9,47,615,20572,0,0,109,24383,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868
657,05-04-2020,6:00 PM,Goa,-,-,0,0,7,11,31,4,2,3,40,2666,17,1405,25,1608,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973
658,05-04-2020,6:00 PM,Gujarat,-,-,18,11,122,12,1770,385,44,37,2236,41129,364,11715,122,20565,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919
659,05-04-2020,6:00 PM,Haryana,-,-,25,1,59,13,500,131,24,28,683,13841,609,6690,59,4550,18,25351462,16509359,8842103,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879
660,05-04-2020,6:00 PM,Himachal Pradesh,-,-,1,1,6,14,516,79,61,15,671,8706,705,5665,96,6734,20,6864602,6176050,688552,"55,673 km2 (21,495 sq mi)",123/km2 (320/sq mi),972
661,05-04-2020,6:00 PM,Jammu and Kashmir,-,-,4,2,106,,,,,,,,,,,,,,,,,,
662,05-04-2020,6:00 PM,Jharkhand,-,-,0,0,3,16,343,179,13,23,558,7404,519,5842,36,4942,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948
663,05-04-2020,6:00 PM,Karnataka,-,-,12,4,144,17,2547,207,147,42,2943,56333,2471,21072,374,49093,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973
664,05-04-2020,6:00 PM,Kerala,-,-,49,2,306,18,933,229,82,53,1297,39511,981,16865,299,21139,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084
665,05-04-2020,6:00 PM,Ladakh,-,-,10,0,14,,,,,,,,,,,,,,,,,,
666,05-04-2020,6:00 PM,Madhya Pradesh,-,-,0,9,165,20,1420,324,72,51,1867,38140,334,10020,117,18819,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931
667,05-04-2020,6:00 PM,Maharashtra,-,-,42,24,490,21,2638,430,101,70,3239,68998,273,12398,438,39048,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929
668,05-04-2020,6:00 PM,Manipur,-,-,0,0,2,22,87,17,1,9,114,2562,23,730,7,697,23,2570390,1793875,776515,"22,327 km2 (8,621 sq mi)",122/km2 (320/sq mi),992
669,05-04-2020,6:00 PM,Mizoram,-,-,0,0,1,24,65,10,3,9,87,2312,56,604,34,1393,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976
670,05-04-2020,6:00 PM,Odisha,-,-,0,0,20,26,1360,377,27,35,1799,16497,1655,6339,149,12180,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979
671,05-04-2020,6:00 PM,Puducherry,-,-,1,0,5,27,40,4,5,4,53,4462,3,96,11,3473,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037
672,05-04-2020,6:00 PM,Punjab,-,-,1,5,57,28,521,146,47,28,742,13527,510,5805,172,12128,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895
673,05-04-2020,6:00 PM,Rajasthan,-,-,21,0,200,29,2463,579,64,33,3139,51844,602,21088,150,10760,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928
674,05-04-2020,6:00 PM,Tamil Nadu,-,-,6,3,485,31,1854,385,310,32,2581,72616,692,40179,525,37353,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996
675,05-04-2020,6:00 PM,Telengana,-,-,32,7,269,,,,,,,,,,,,,,,,,,
676,05-04-2020,6:00 PM,Uttarakhand,-,-,2,0,22,35,275,69,19,20,383,6660,410,3284,50,5228,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963
677,05-04-2020,6:00 PM,Uttar Pradesh,-,-,19,2,227,34,3277,671,,174,4122,58310,4442,39104,193,37156,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912
678,05-04-2020,6:00 PM,West Bengal,-,-,10,3,80,36,1374,406,70,55,1905,51163,1272,19684,294,58882,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953
679,06-04-2020,6:00 PM,Andhra Pradesh,-,-,1,3,226,2,1417,198,31,20,1666,60799,193,6480,65,16658,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993
680,06-04-2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,,,,,,,,,,,,,,,
681,06-04-2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1,3,122,62,,15,199,2320,208,2136,10,268,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938
682,06-04-2020,6:00 PM,Assam,-,-,0,0,26,4,1007,166,14,33,1220,19115,1176,10944,50,6198,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954
683,06-04-2020,6:00 PM,Bihar,-,-,0,1,32,5,2007,63,33,43,2146,17796,930,6083,103,5936,3,104099452,92341436,11758016,"94,163 km2 (36,357 sq mi)","1,102/km2 (2,850/sq mi)",918
684,06-04-2020,6:00 PM,Chandigarh,-,-,0,0,18,6,40,2,1,4,47,3756,0,0,4,778,32,1055450,28991,1026459,114 km2 (44 sq mi),"9,252/km2 (23,960/sq mi)",818
685,06-04-2020,6:00 PM,Chhattisgarh,-,-,8,0,10,7,813,166,12,32,1023,14354,169,5070,45,4342,17,25545198,19607961,5937237,"135,191 km2 (52,198 sq mi)",189/km2 (490/sq mi),991
686,06-04-2020,6:00 PM,Delhi,-,-,19,7,523,10,534,25,9,47,615,20572,0,0,109,24383,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868
687,06-04-2020,6:00 PM,Goa,-,-,0,0,7,11,31,4,2,3,40,2666,17,1405,25,1608,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973
688,06-04-2020,6:00 PM,Gujarat,-,-,22,12,144,12,1770,385,44,37,2236,41129,364,11715,122,20565,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919
689,06-04-2020,6:00 PM,Haryana,-,-,25,1,84,13,500,131,24,28,683,13841,609,6690,59,4550,18,25351462,16509359,8842103,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879
690,06-04-2020,6:00 PM,Himachal Pradesh,-,-,2,1,13,14,516,79,61,15,671,8706,705,5665,96,6734,20,6864602,6176050,688552,"55,673 km2 (21,495 sq mi)",123/km2 (320/sq mi),972
691,06-04-2020,6:00 PM,Jammu and Kashmir,-,-,4,2,109,,,,,,,,,,,,,,,,,,
692,06-04-2020,6:00 PM,Jharkhand,-,-,0,0,4,16,343,179,13,23,558,7404,519,5842,36,4942,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948
693,06-04-2020,6:00 PM,Karnataka,-,-,12,4,151,17,2547,207,147,42,2943,56333,2471,21072,374,49093,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973
694,06-04-2020,6:00 PM,Kerala,-,-,55,2,314,18,933,229,82,53,1297,39511,981,16865,299,21139,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084
695,06-04-2020,6:00 PM,Ladakh,-,-,10,0,14,,,,,,,,,,,,,,,,,,
696,06-04-2020,6:00 PM,Madhya Pradesh,-,-,0,9,165,20,1420,324,72,51,1867,38140,334,10020,117,18819,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931
697,06-04-2020,6:00 PM,Maharashtra,-,-,56,45,748,21,2638,430,101,70,3239,68998,273,12398,438,39048,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929
698,06-04-2020,6:00 PM,Manipur,-,-,0,0,2,22,87,17,1,9,114,2562,23,730,7,697,23,2570390,1793875,776515,"22,327 km2 (8,621 sq mi)",122/km2 (320/sq mi),992
699,06-04-2020,6:00 PM,Mizoram,-,-,0,0,1,24,65,10,3,9,87,2312,56,604,34,1393,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976
700,06-04-2020,6:00 PM,Odisha,-,-,2,0,21,26,1360,377,27,35,1799,16497,1655,6339,149,12180,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979
701,06-04-2020,6:00 PM,Puducherry,-,-,1,0,5,27,40,4,5,4,53,4462,3,96,11,3473,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037
702,06-04-2020,6:00 PM,Punjab,-,-,4,6,76,28,521,146,47,28,742,13527,510,5805,172,12128,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895
703,06-04-2020,6:00 PM,Rajasthan,-,-,21,0,274,29,2463,579,64,33,3139,51844,602,21088,150,10760,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928
704,06-04-2020,6:00 PM,Tamil Nadu,-,-,8,5,571,31,1854,385,310,32,2581,72616,692,40179,525,37353,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996
705,06-04-2020,6:00 PM,Telengana,-,-,34,7,321,,,,,,,,,,,,,,,,,,
706,06-04-2020,6:00 PM,Uttarakhand,-,-,4,0,26,35,275,69,19,20,383,6660,410,3284,50,5228,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963
707,06-04-2020,6:00 PM,Uttar Pradesh,-,-,21,3,305,34,3277,671,,174,4122,58310,4442,39104,193,37156,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912
708,06-04-2020,6:00 PM,West Bengal,-,-,10,3,80,36,1374,406,70,55,1905,51163,1272,19684,294,58882,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953
709,07-04-2020,6:00 PM,Andhra Pradesh,-,-,1,3,266,2,1417,198,31,20,1666,60799,193,6480,65,16658,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993
710,07-04-2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,,,,,,,,,,,,,,,
711,07-04-2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1,3,122,62,,15,199,2320,208,2136,10,268,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938
712,07-04-2020,6:00 PM,Assam,-,-,0,0,26,4,1007,166,14,33,1220,19115,1176,10944,50,6198,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954
713,07-04-2020,6:00 PM,Bihar,-,-,0,1,32,5,2007,63,33,43,2146,17796,930,6083,103,5936,3,104099452,92341436,11758016,"94,163 km2 (36,357 sq mi)","1,102/km2 (2,850/sq mi)",918
714,07-04-2020,6:00 PM,Chandigarh,-,-,7,0,18,6,40,2,1,4,47,3756,0,0,4,778,32,1055450,28991,1026459,114 km2 (44 sq mi),"9,252/km2 (23,960/sq mi)",818
715,07-04-2020,6:00 PM,Chhattisgarh,-,-,9,0,10,7,813,166,12,32,1023,14354,169,5070,45,4342,17,25545198,19607961,5937237,"135,191 km2 (52,198 sq mi)",189/km2 (490/sq mi),991
716,07-04-2020,6:00 PM,Delhi,-,-,21,7,576,10,534,25,9,47,615,20572,0,0,109,24383,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868
717,07-04-2020,6:00 PM,Goa,-,-,0,0,7,11,31,4,2,3,40,2666,17,1405,25,1608,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973
718,07-04-2020,6:00 PM,Gujarat,-,-,25,13,165,12,1770,385,44,37,2236,41129,364,11715,122,20565,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919
719,07-04-2020,6:00 PM,Haryana,-,-,25,1,90,13,500,131,24,28,683,13841,609,6690,59,4550,18,25351462,16509359,8842103,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879
720,07-04-2020,6:00 PM,Himachal Pradesh,-,-,2,1,13,14,516,79,61,15,671,8706,705,5665,96,6734,20,6864602,6176050,688552,"55,673 km2 (21,495 sq mi)",123/km2 (320/sq mi),972
721,07-04-2020,6:00 PM,Jammu and Kashmir,-,-,4,2,116,,,,,,,,,,,,,,,,,,
722,07-04-2020,6:00 PM,Jharkhand,-,-,0,0,4,16,343,179,13,23,558,7404,519,5842,36,4942,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948
723,07-04-2020,6:00 PM,Karnataka,-,-,25,4,175,17,2547,207,147,42,2943,56333,2471,21072,374,49093,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973
724,07-04-2020,6:00 PM,Kerala,-,-,58,2,327,18,933,229,82,53,1297,39511,981,16865,299,21139,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084
725,07-04-2020,6:00 PM,Ladakh,-,-,10,0,14,,,,,,,,,,,,,,,,,,
726,07-04-2020,6:00 PM,Madhya Pradesh,-,-,0,13,229,20,1420,324,72,51,1867,38140,334,10020,117,18819,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931
727,07-04-2020,6:00 PM,Maharashtra,-,-,56,48,868,21,2638,430,101,70,3239,68998,273,12398,438,39048,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929
728,07-04-2020,6:00 PM,Manipur,-,-,0,0,2,22,87,17,1,9,114,2562,23,730,7,697,23,2570390,1793875,776515,"22,327 km2 (8,621 sq mi)",122/km2 (320/sq mi),992
729,07-04-2020,6:00 PM,Mizoram,-,-,0,0,1,24,65,10,3,9,87,2312,56,604,34,1393,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976
730,07-04-2020,6:00 PM,Odisha,-,-,2,1,42,26,1360,377,27,35,1799,16497,1655,6339,149,12180,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979
731,07-04-2020,6:00 PM,Puducherry,-,-,1,0,5,27,40,4,5,4,53,4462,3,96,11,3473,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037
732,07-04-2020,6:00 PM,Punjab,-,-,4,7,91,28,521,146,47,28,742,13527,510,5805,172,12128,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895
733,07-04-2020,6:00 PM,Rajasthan,-,-,21,3,288,29,2463,579,64,33,3139,51844,602,21088,150,10760,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928
734,07-04-2020,6:00 PM,Tamil Nadu,-,-,8,5,621,31,1854,385,310,32,2581,72616,692,40179,525,37353,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996
735,07-04-2020,6:00 PM,Telengana,-,-,35,7,364,,,,,,,,,,,,,,,,,,
736,07-04-2020,6:00 PM,Tripura,-,-,0,0,1,33,114,22,12,9,157,4895,99,1140,56,3277,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960
737,07-04-2020,6:00 PM,Uttarakhand,-,-,5,0,31,35,275,69,19,20,383,6660,410,3284,50,5228,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963
738,07-04-2020,6:00 PM,Uttar Pradesh,-,-,21,3,305,34,3277,671,,174,4122,58310,4442,39104,193,37156,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912
739,07-04-2020,6:00 PM,West Bengal,-,-,13,3,91,36,1374,406,70,55,1905,51163,1272,19684,294,58882,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953
740,08-04-2020,9:00 AM,Andhra Pradesh,-,-,1,4,305,2,1417,198,31,20,1666,60799,193,6480,65,16658,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993
741,08-04-2020,9:00 AM,Andaman and Nicobar Islands,-,-,0,0,10,,,,,,,,,,,,,,,,,,
742,08-04-2020,9:00 AM,Arunachal Pradesh,-,-,0,0,1,3,122,62,,15,199,2320,208,2136,10,268,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938
743,08-04-2020,9:00 AM,Assam,-,-,0,0,27,4,1007,166,14,33,1220,19115,1176,10944,50,6198,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954
744,08-04-2020,9:00 AM,Bihar,-,-,0,1,38,5,2007,63,33,43,2146,17796,930,6083,103,5936,3,104099452,92341436,11758016,"94,163 km2 (36,357 sq mi)","1,102/km2 (2,850/sq mi)",918
745,08-04-2020,9:00 AM,Chandigarh,-,-,7,0,18,6,40,2,1,4,47,3756,0,0,4,778,32,1055450,28991,1026459,114 km2 (44 sq mi),"9,252/km2 (23,960/sq mi)",818
746,08-04-2020,9:00 AM,Chhattisgarh,-,-,9,0,10,7,813,166,12,32,1023,14354,169,5070,45,4342,17,25545198,19607961,5937237,"135,191 km2 (52,198 sq mi)",189/km2 (490/sq mi),991
747,08-04-2020,9:00 AM,Delhi,-,-,21,9,576,10,534,25,9,47,615,20572,0,0,109,24383,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868
748,08-04-2020,9:00 AM,Goa,-,-,0,0,7,11,31,4,2,3,40,2666,17,1405,25,1608,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973
749,08-04-2020,9:00 AM,Gujarat,-,-,25,13,165,12,1770,385,44,37,2236,41129,364,11715,122,20565,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919
750,08-04-2020,9:00 AM,Haryana,-,-,28,3,147,13,500,131,24,28,683,13841,609,6690,59,4550,18,25351462,16509359,8842103,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879
751,08-04-2020,9:00 AM,Himachal Pradesh,-,-,2,1,18,14,516,79,61,15,671,8706,705,5665,96,6734,20,6864602,6176050,688552,"55,673 km2 (21,495 sq mi)",123/km2 (320/sq mi),972
752,08-04-2020,9:00 AM,Jammu and Kashmir,-,-,4,2,116,,,,,,,,,,,,,,,,,,
753,08-04-2020,9:00 AM,Jharkhand,-,-,0,0,4,16,343,179,13,23,558,7404,519,5842,36,4942,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948
754,08-04-2020,9:00 AM,Karnataka,-,-,25,4,175,17,2547,207,147,42,2943,56333,2471,21072,374,49093,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973
755,08-04-2020,9:00 AM,Kerala,-,-,70,2,336,18,933,229,82,53,1297,39511,981,16865,299,21139,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084
756,08-04-2020,9:00 AM,Ladakh,-,-,10,0,14,,,,,,,,,,,,,,,,,,
757,08-04-2020,9:00 AM,Madhya Pradesh,-,-,0,13,229,20,1420,324,72,51,1867,38140,334,10020,117,18819,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931
758,08-04-2020,9:00 AM,Maharashtra,-,-,79,64,1018,21,2638,430,101,70,3239,68998,273,12398,438,39048,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929
759,08-04-2020,9:00 AM,Manipur,-,-,0,0,2,22,87,17,1,9,114,2562,23,730,7,697,23,2570390,1793875,776515,"22,327 km2 (8,621 sq mi)",122/km2 (320/sq mi),992
760,08-04-2020,9:00 AM,Mizoram,-,-,0,0,1,24,65,10,3,9,87,2312,56,604,34,1393,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976
761,08-04-2020,9:00 AM,Odisha,-,-,2,1,42,26,1360,377,27,35,1799,16497,1655,6339,149,12180,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979
762,08-04-2020,9:00 AM,Puducherry,-,-,1,0,5,27,40,4,5,4,53,4462,3,96,11,3473,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037
763,08-04-2020,9:00 AM,Punjab,-,-,4,7,91,28,521,146,47,28,742,13527,510,5805,172,12128,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895
764,08-04-2020,9:00 AM,Rajasthan,-,-,21,3,328,29,2463,579,64,33,3139,51844,602,21088,150,10760,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928
765,08-04-2020,9:00 AM,Tamil Nadu,-,-,19,7,690,31,1854,385,310,32,2581,72616,692,40179,525,37353,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996
766,08-04-2020,9:00 AM,Telengana,-,-,35,7,364,,,,,,,,,,,,,,,,,,
767,08-04-2020,9:00 AM,Tripura,-,-,0,0,1,33,114,22,12,9,157,4895,99,1140,56,3277,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960
768,08-04-2020,9:00 AM,Uttarakhand,-,-,5,0,31,35,275,69,19,20,383,6660,410,3284,50,5228,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963
769,08-04-2020,9:00 AM,Uttar Pradesh,-,-,21,3,326,34,3277,671,,174,4122,58310,4442,39104,193,37156,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912
770,08-04-2020,9:00 AM,West Bengal,-,-,13,5,99,36,1374,406,70,55,1905,51163,1272,19684,294,58882,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953
