Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,NumPrimaryHealthCenters_HMIS,NumCommunityHealthCenters_HMIS,NumSubDistrictHospitals_HMIS,NumDistrictHospitals_HMIS,TotalPublicHealthFacilities_HMIS,NumPublicBeds_HMIS,NumRuralHospitals_NHP18,NumRuralBeds_NHP18,NumUrbanHospitals_NHP18,NumUrbanBeds_NHP18,Population,Rural population,Urban population,Area,Density,Gender Ratio
109,11-03-2020,6:00 PM,Karnataka,4,0,0,0,4,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
110,12-03-2020,6:00 PM,Delhi,6,0,0,0,6,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
111,12-03-2020,6:00 PM,Haryana,0,14,0,0,14,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
112,12-03-2020,6:00 PM,Kerala,17,0,3,0,17,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
113,12-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
114,12-03-2020,6:00 PM,Telengana,1,0,0,0,1,788.0,82.0,47.0,15.0,932.0,17358.0,802.0,7668.0,61.0,13315.0,,,,,,
115,12-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
116,12-03-2020,6:00 PM,Ladakh,3,0,0,0,3,,,,,,,,,,,,,,,,
117,12-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
118,12-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,,,,,,,,,,,,,,,,
119,12-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
120,12-03-2020,6:00 PM,Karnataka,4,0,0,0,4,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
121,12-03-2020,6:00 PM,Maharashtra,11,0,0,0,11,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
122,12-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
123,13-03-2020,6:00 PM,Delhi,6,0,0,0,6,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
124,13-03-2020,6:00 PM,Haryana,0,14,0,0,14,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
125,13-03-2020,6:00 PM,Kerala,19,0,3,0,19,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
126,13-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
127,13-03-2020,6:00 PM,Telengana,1,0,0,0,1,788.0,82.0,47.0,15.0,932.0,17358.0,802.0,7668.0,61.0,13315.0,,,,,,
128,13-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
129,13-03-2020,6:00 PM,Ladakh,3,0,0,0,3,,,,,,,,,,,,,,,,
130,13-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
131,13-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,,,,,,,,,,,,,,,,
132,13-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
133,13-03-2020,6:00 PM,Karnataka,6,0,0,1,6,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
134,13-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
135,13-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
136,14-03-2020,6:00 PM,Delhi,7,0,1,1,7,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
137,14-03-2020,6:00 PM,Haryana,0,14,0,0,14,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
138,14-03-2020,6:00 PM,Kerala,19,0,3,0,19,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
139,14-03-2020,6:00 PM,Rajasthan,1,2,1,0,3,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
140,14-03-2020,6:00 PM,Telengana,1,0,0,0,1,788.0,82.0,47.0,15.0,932.0,17358.0,802.0,7668.0,61.0,13315.0,,,,,,
141,14-03-2020,6:00 PM,Uttar Pradesh,11,1,5,0,12,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
142,14-03-2020,6:00 PM,Ladakh,3,0,0,0,3,,,,,,,,,,,,,,,,
143,14-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
144,14-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,,,,,,,,,,,,,,,,
145,14-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
146,14-03-2020,6:00 PM,Karnataka,6,0,0,1,6,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
147,14-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
148,14-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
149,15-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
150,15-03-2020,6:00 PM,Delhi,7,0,2,1,7,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
151,15-03-2020,6:00 PM,Haryana,0,14,0,0,14,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
152,15-03-2020,6:00 PM,Karnataka,6,0,0,1,6,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
153,15-03-2020,6:00 PM,Kerala,22,0,3,0,22,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
154,15-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
155,15-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
156,15-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
157,15-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
158,15-03-2020,6:00 PM,Telengana,3,0,1,0,3,788.0,82.0,47.0,15.0,932.0,17358.0,802.0,7668.0,61.0,13315.0,,,,,,
159,15-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,,,,,,,,,,,,,,,,
160,15-03-2020,6:00 PM,Ladakh,3,0,0,0,3,,,,,,,,,,,,,,,,
161,15-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
162,15-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,275.0,69.0,19.0,20.0,383.0,6660.0,410.0,3284.0,50.0,5228.0,10086292.0,7036954.0,3049338.0,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963.0
163,16-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
164,16-03-2020,6:00 PM,Delhi,7,0,2,1,7,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
165,16-03-2020,6:00 PM,Haryana,0,14,0,0,14,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
166,16-03-2020,6:00 PM,Karnataka,6,0,0,1,6,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
167,16-03-2020,6:00 PM,Kerala,23,0,3,0,23,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
168,16-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
169,16-03-2020,6:00 PM,Odisha,1,0,0,0,1,1360.0,377.0,27.0,35.0,1799.0,16497.0,1655.0,6339.0,149.0,12180.0,41974218.0,34970562.0,7003656.0,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979.0
170,16-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
171,16-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
172,16-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
173,16-03-2020,6:00 PM,Telengana,3,0,1,0,3,788.0,82.0,47.0,15.0,932.0,17358.0,802.0,7668.0,61.0,13315.0,,,,,,
174,16-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,,,,,,,,,,,,,,,,
175,16-03-2020,6:00 PM,Ladakh,4,0,0,0,4,,,,,,,,,,,,,,,,
176,16-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
177,16-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,275.0,69.0,19.0,20.0,383.0,6660.0,410.0,3284.0,50.0,5228.0,10086292.0,7036954.0,3049338.0,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963.0
178,17-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
179,17-03-2020,6:00 PM,Delhi,8,0,2,1,8,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
180,17-03-2020,6:00 PM,Haryana,1,14,0,0,15,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
181,17-03-2020,6:00 PM,Karnataka,11,0,0,1,11,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
182,17-03-2020,6:00 PM,Kerala,24,2,3,0,26,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
183,17-03-2020,6:00 PM,Maharashtra,36,3,0,1,39,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
184,17-03-2020,6:00 PM,Odisha,1,0,0,0,1,1360.0,377.0,27.0,35.0,1799.0,16497.0,1655.0,6339.0,149.0,12180.0,41974218.0,34970562.0,7003656.0,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979.0
185,17-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
186,17-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
187,17-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
188,17-03-2020,6:00 PM,Telengana,3,2,1,0,5,,,,,,,,,,,,,,,,
189,17-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,,,,,,,,,,,,,,,,
190,17-03-2020,6:00 PM,Ladakh,6,0,0,0,6,,,,,,,,,,,,,,,,
191,17-03-2020,6:00 PM,Uttar Pradesh,14,1,5,0,15,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
192,17-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,275.0,69.0,19.0,20.0,383.0,6660.0,410.0,3284.0,50.0,5228.0,10086292.0,7036954.0,3049338.0,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963.0
193,18-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
194,18-03-2020,6:00 PM,Delhi,9,1,2,1,10,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
195,18-03-2020,6:00 PM,Haryana,3,14,0,0,17,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
196,18-03-2020,6:00 PM,Karnataka,11,0,0,1,11,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
197,18-03-2020,6:00 PM,Kerala,25,2,3,0,27,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
198,18-03-2020,6:00 PM,Maharashtra,39,3,0,1,42,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
199,18-03-2020,6:00 PM,Odisha,1,0,0,0,1,1360.0,377.0,27.0,35.0,1799.0,16497.0,1655.0,6339.0,149.0,12180.0,41974218.0,34970562.0,7003656.0,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979.0
200,18-03-2020,6:00 PM,Puducherry,1,0,0,0,1,40.0,4.0,5.0,4.0,53.0,4462.0,3.0,96.0,11.0,3473.0,1247953.0,395200.0,852753.0,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037.0
201,18-03-2020,6:00 PM,Punjab,1,0,0,0,1,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
202,18-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
203,18-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
204,18-03-2020,6:00 PM,Telengana,4,2,1,0,6,,,,,,,,,,,,,,,,
205,18-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,,,,,,,,,,,,,,,,
206,18-03-2020,6:00 PM,Ladakh,8,0,0,0,8,,,,,,,,,,,,,,,,
207,18-03-2020,6:00 PM,Uttar Pradesh,15,1,5,0,16,3277.0,671.0,,174.0,4122.0,58310.0,4442.0,39104.0,193.0,37156.0,199812341.0,155317278.0,44495063.0,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912.0
208,18-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,275.0,69.0,19.0,20.0,383.0,6660.0,410.0,3284.0,50.0,5228.0,10086292.0,7036954.0,3049338.0,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963.0
209,18-03-2020,6:00 PM,West Bengal,1,0,0,0,1,1374.0,406.0,70.0,55.0,1905.0,51163.0,1272.0,19684.0,294.0,58882.0,91276115.0,62183113.0,29093002.0,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953.0
210,19-03-2020,6:00 PM,Andhra Pradesh,2,0,0,0,2,1417.0,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0
211,19-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,813.0,166.0,12.0,32.0,1023.0,14354.0,169.0,5070.0,45.0,4342.0,25545198.0,19607961.0,5937237.0,"135,191 km2 (52,198 sq mi)",189/km2 (490/sq mi),991.0
212,19-03-2020,6:00 PM,Delhi,11,1,3,1,12,534.0,25.0,9.0,47.0,615.0,20572.0,0.0,0.0,109.0,24383.0,16787941.0,419042.0,16368899.0,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868.0
213,19-03-2020,6:00 PM,Haryana,3,14,0,0,17,500.0,131.0,24.0,28.0,683.0,13841.0,609.0,6690.0,59.0,4550.0,25351462.0,16509359.0,8842103.0,"44,212 km2 (17,070 sq mi)","573/km2 (1,480/sq mi)",879.0
214,19-03-2020,6:00 PM,Karnataka,14,0,0,1,14,2547.0,207.0,147.0,42.0,2943.0,56333.0,2471.0,21072.0,374.0,49093.0,61095297.0,37469335.0,23625962.0,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973.0
215,19-03-2020,6:00 PM,Kerala,25,2,3,0,27,933.0,229.0,82.0,53.0,1297.0,39511.0,981.0,16865.0,299.0,21139.0,33406061.0,17471135.0,15934926.0,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084.0
216,19-03-2020,6:00 PM,Maharashtra,44,3,0,1,47,2638.0,430.0,101.0,70.0,3239.0,68998.0,273.0,12398.0,438.0,39048.0,112374333.0,61556074.0,50818259.0,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929.0
217,19-03-2020,6:00 PM,Odisha,1,0,0,0,1,1360.0,377.0,27.0,35.0,1799.0,16497.0,1655.0,6339.0,149.0,12180.0,41974218.0,34970562.0,7003656.0,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979.0
218,19-03-2020,6:00 PM,Puducherry,1,0,0,0,1,40.0,4.0,5.0,4.0,53.0,4462.0,3.0,96.0,11.0,3473.0,1247953.0,395200.0,852753.0,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037.0
219,19-03-2020,6:00 PM,Punjab,2,0,0,1,2,521.0,146.0,47.0,28.0,742.0,13527.0,510.0,5805.0,172.0,12128.0,27743338.0,17344192.0,10399146.0,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895.0
220,19-03-2020,6:00 PM,Rajasthan,5,2,3,0,7,2463.0,579.0,64.0,33.0,3139.0,51844.0,602.0,21088.0,150.0,10760.0,68548437.0,51500352.0,17048085.0,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928.0
221,19-03-2020,6:00 PM,Tamil Nadu,2,0,1,0,2,1854.0,385.0,310.0,32.0,2581.0,72616.0,692.0,40179.0,525.0,37353.0,72147030.0,37229590.0,34917440.0,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996.0
222,19-03-2020,6:00 PM,Telengana,4,2,1,0,6,,,,,,,,,,,,,,,,
223,19-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,40.0,2.0,1.0,4.0,47.0,3756.0,0.0,0.0,4.0,778.0,1055450.0,28991.0,1026459.0,114 km2 (44 sq mi),"9,252/km2 (23,960/sq mi)",818.0
224,19-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,,,,,,,,,,,,,,,,
225,19-03-2020,6:00 PM,Ladakh,8,0,0,0,8,,,,,,,,,,,,,,,,
